x_num,x_den,y_num,y_den,x_float,y_float
26,5,106,5,5.2,21.2
3,5,21,1,0.6,21.0
8,5,21,1,1.6,21.0
13,5,21,1,2.6,21.0
18,5,21,1,3.6,21.0
23,5,21,1,4.6,21.0
17,5,108,5,3.4,21.6
12,5,108,5,2.4,21.6
7,5,108,5,1.4,21.6
2,5,108,5,0.4,21.6
-2,5,21,1,-0.4,21.0
-6,5,102,5,-1.2,20.4
3,1,109,5,3.0,21.8
4,1,109,5,4.0,21.8
2,1,109,5,2.0,21.8
1,1,109,5,1.0,21.8
14,5,21,1,2.8,21.0
9,5,21,1,1.8,21.0
4,5,21,1,0.8,21.0
19,5,21,1,3.8,21.0
24,5,21,1,4.8,21.0
18,5,108,5,3.6,21.6
13,5,108,5,2.6,21.6
8,5,108,5,1.6,21.6
23,5,108,5,4.6,21.6
27,5,21,1,5.4,21.0
31,5,102,5,6.2,20.4
-2,1,93,5,-2.0,18.6
-7,5,97,5,-1.4,19.4
-3,5,20,1,-0.6,20.0
-4,5,101,5,-0.8,20.2
0,1,104,5,0.0,20.8
-8,5,98,5,-1.6,19.6
-11,5,94,5,-2.2,18.8
-14,5,18,1,-2.8,18.0
3,5,108,5,0.6,21.6
-1,5,21,1,-0.2,21.0
-1,1,102,5,-1.0,20.4
-9,5,99,5,-1.8,19.8
-12,5,19,1,-2.4,19.0
-8,5,20,1,-1.6,20.0
-2,1,99,5,-2.0,19.8
-7,5,103,5,-1.4,20.6
-1,1,104,5,-1.0,20.8
-2,5,108,5,-0.4,21.6
-9,5,101,5,-1.8,20.2
-6,5,21,1,-1.2,21.0
-13,5,98,5,-2.6,19.6
-2,1,102,5,-2.0,20.4
-1,1,103,5,-1.0,20.6
28,5,20,1,5.6,20.0
32,5,97,5,6.4,19.4
7,1,93,5,7.0,18.6
36,5,94,5,7.2,18.8
39,5,18,1,7.8,18.0
33,5,98,5,6.6,19.6
29,5,101,5,5.8,20.2
5,1,104,5,5.0,20.8
22,5,108,5,4.4,21.6
26,5,21,1,5.2,21.0
6,1,102,5,6.0,20.4
34,5,99,5,6.8,19.8
37,5,19,1,7.4,19.0
33,5,20,1,6.6,20.0
7,1,99,5,7.0,19.8
32,5,103,5,6.4,20.6
-4,5,21,1,-0.8,21.0
-8,5,102,5,-1.6,20.4
29,5,21,1,5.8,21.0
33,5,102,5,6.6,20.4
-9,5,20,1,-1.8,20.0
-13,5,97,5,-2.6,19.4
-6,5,104,5,-1.2,20.8
-2,1,101,5,-2.0,20.2
-3,5,108,5,-0.6,21.6
-7,5,21,1,-1.4,21.0
6,1,104,5,6.0,20.8
34,5,101,5,6.8,20.2
27,5,108,5,5.4,21.6
31,5,21,1,6.2,21.0
38,5,98,5,7.6,19.6
7,1,102,5,7.0,20.4
6,1,103,5,6.0,20.6
34,5,20,1,6.8,20.0
31,5,104,5,6.2,20.8
28,5,108,5,5.6,21.6
38,5,97,5,7.6,19.4
7,1,101,5,7.0,20.2
32,5,21,1,6.4,21.0
3,1,20,1,3.0,20.0
4,1,20,1,4.0,20.0
2,1,20,1,2.0,20.0
5,1,20,1,5.0,20.0
1,1,20,1,1.0,20.0
0,1,20,1,0.0,20.0
11,5,103,5,2.2,20.6
6,5,103,5,1.2,20.6
1,5,103,5,0.2,20.6
-4,5,103,5,-0.8,20.6
16,5,103,5,3.2,20.6
21,5,103,5,4.2,20.6
22,5,104,5,4.4,20.8
17,5,104,5,3.4,20.8
12,5,104,5,2.4,20.8
7,5,104,5,1.4,20.8
2,5,104,5,0.4,20.8
-3,5,104,5,-0.6,20.8
3,5,104,5,0.6,20.8
8,5,104,5,1.6,20.8
13,5,104,5,2.6,20.8
18,5,104,5,3.6,20.8
23,5,104,5,4.6,20.8
28,5,104,5,5.6,20.8
3,5,107,5,0.6,21.4
-2,5,107,5,-0.4,21.4
8,5,107,5,1.6,21.4
13,5,107,5,2.6,21.4
18,5,107,5,3.6,21.4
14,5,107,5,2.8,21.4
9,5,107,5,1.8,21.4
4,5,107,5,0.8,21.4
-1,5,107,5,-0.2,21.4
19,5,107,5,3.8,21.4
24,5,107,5,4.8,21.4
14,5,103,5,2.8,20.6
9,5,103,5,1.8,20.6
4,5,103,5,0.8,20.6
19,5,103,5,3.8,20.6
24,5,103,5,4.8,20.6
29,5,103,5,5.8,20.6
11,5,107,5,2.2,21.4
6,5,107,5,1.2,21.4
1,5,107,5,0.2,21.4
16,5,107,5,3.2,21.4
21,5,107,5,4.2,21.4
26,5,107,5,5.2,21.4
22,5,107,5,4.4,21.4
17,5,107,5,3.4,21.4
12,5,107,5,2.4,21.4
7,5,107,5,1.4,21.4
27,5,107,5,5.4,21.4
-1,5,103,5,-0.2,20.6
3,5,106,5,0.6,21.2
8,5,106,5,1.6,21.2
13,5,106,5,2.6,21.2
18,5,106,5,3.6,21.2
23,5,106,5,4.6,21.2
28,5,106,5,5.6,21.2
-2,5,106,5,-0.4,21.2
-6,5,103,5,-1.2,20.6
17,5,106,5,3.4,21.2
12,5,106,5,2.4,21.2
7,5,106,5,1.4,21.2
2,5,106,5,0.4,21.2
-3,5,106,5,-0.6,21.2
22,5,106,5,4.4,21.2
26,5,103,5,5.2,20.6
31,5,103,5,6.2,20.6
27,5,106,5,5.4,21.2
-7,5,106,5,-1.4,21.2
23,5,107,5,4.6,21.4
28,5,107,5,5.6,21.4
-4,5,107,5,-0.8,21.4
29,5,107,5,5.8,21.4
2,5,107,5,0.4,21.4
-2,5,104,5,-0.4,20.8
32,5,106,5,6.4,21.2
-6,5,101,5,-1.2,20.2
-3,5,107,5,-0.6,21.4
-7,5,104,5,-1.4,20.8
27,5,104,5,5.4,20.8
31,5,101,5,6.2,20.2
32,5,104,5,6.4,20.8
36,5,101,5,7.2,20.2
-11,5,101,5,-2.2,20.2
11,5,22,1,2.2,22.0
6,5,22,1,1.2,22.0
1,5,22,1,0.2,22.0
16,5,22,1,3.2,22.0
21,5,22,1,4.2,22.0
3,1,108,5,3.0,21.6
4,1,108,5,4.0,21.6
2,1,108,5,2.0,21.6
5,1,108,5,5.0,21.6
1,1,108,5,1.0,21.6
0,1,108,5,0.0,21.6
11,5,111,5,2.2,22.2
6,5,111,5,1.2,22.2
1,5,111,5,0.2,22.2
16,5,111,5,3.2,22.2
21,5,111,5,4.2,22.2
14,5,111,5,2.8,22.2
9,5,111,5,1.8,22.2
4,5,111,5,0.8,22.2
19,5,111,5,3.8,22.2
24,5,111,5,4.8,22.2
-1,5,111,5,-0.2,22.2
26,5,111,5,5.2,22.2
3,1,106,5,3.0,21.2
4,1,106,5,4.0,21.2
2,1,106,5,2.0,21.2
5,1,106,5,5.0,21.2
1,1,106,5,1.0,21.2
0,1,106,5,0.0,21.2
11,5,109,5,2.2,21.8
6,5,109,5,1.2,21.8
1,5,109,5,0.2,21.8
16,5,109,5,3.2,21.8
21,5,109,5,4.2,21.8
14,5,109,5,2.8,21.8
9,5,109,5,1.8,21.8
4,5,109,5,0.8,21.8
19,5,109,5,3.8,21.8
24,5,109,5,4.8,21.8
-1,5,109,5,-0.2,21.8
-1,1,106,5,-1.0,21.2
26,5,109,5,5.2,21.8
6,1,106,5,6.0,21.2
-4,5,109,5,-0.8,21.8
29,5,109,5,5.8,21.8
22,5,22,1,4.4,22.0
17,5,22,1,3.4,22.0
12,5,22,1,2.4,22.0
7,5,22,1,1.4,22.0
2,5,22,1,0.4,22.0
3,1,112,5,3.0,22.4
4,1,112,5,4.0,22.4
2,1,112,5,2.0,22.4
5,1,112,5,5.0,22.4
1,1,112,5,1.0,22.4
0,1,112,5,0.0,22.4
3,5,22,1,0.6,22.0
8,5,22,1,1.6,22.0
13,5,22,1,2.6,22.0
18,5,22,1,3.6,22.0
23,5,22,1,4.6,22.0
17,5,113,5,3.4,22.6
12,5,113,5,2.4,22.6
7,5,113,5,1.4,22.6
2,5,113,5,0.4,22.6
-2,5,22,1,-0.4,22.0
-6,5,107,5,-1.2,21.4
3,1,114,5,3.0,22.8
4,1,114,5,4.0,22.8
2,1,114,5,2.0,22.8
1,1,114,5,1.0,22.8
14,5,22,1,2.8,22.0
9,5,22,1,1.8,22.0
4,5,22,1,0.8,22.0
19,5,22,1,3.8,22.0
24,5,22,1,4.8,22.0
18,5,113,5,3.6,22.6
13,5,113,5,2.6,22.6
8,5,113,5,1.6,22.6
23,5,113,5,4.6,22.6
27,5,22,1,5.4,22.0
31,5,107,5,6.2,21.4
-2,1,98,5,-2.0,19.6
-7,5,102,5,-1.4,20.4
-3,5,21,1,-0.6,21.0
-4,5,106,5,-0.8,21.2
0,1,109,5,0.0,21.8
-8,5,103,5,-1.6,20.6
-11,5,99,5,-2.2,19.8
-14,5,19,1,-2.8,19.0
3,5,113,5,0.6,22.6
-1,5,22,1,-0.2,22.0
-1,1,107,5,-1.0,21.4
-9,5,104,5,-1.8,20.8
-12,5,20,1,-2.4,20.0
-8,5,21,1,-1.6,21.0
-2,1,104,5,-2.0,20.8
-7,5,108,5,-1.4,21.6
-1,1,109,5,-1.0,21.8
-2,5,113,5,-0.4,22.6
-9,5,106,5,-1.8,21.2
-6,5,22,1,-1.2,22.0
-13,5,103,5,-2.6,20.6
-2,1,107,5,-2.0,21.4
-1,1,108,5,-1.0,21.6
28,5,21,1,5.6,21.0
32,5,102,5,6.4,20.4
7,1,98,5,7.0,19.6
36,5,99,5,7.2,19.8
39,5,19,1,7.8,19.0
33,5,103,5,6.6,20.6
29,5,106,5,5.8,21.2
5,1,109,5,5.0,21.8
22,5,113,5,4.4,22.6
26,5,22,1,5.2,22.0
6,1,107,5,6.0,21.4
34,5,104,5,6.8,20.8
37,5,20,1,7.4,20.0
33,5,21,1,6.6,21.0
7,1,104,5,7.0,20.8
32,5,108,5,6.4,21.6
-4,5,22,1,-0.8,22.0
-8,5,107,5,-1.6,21.4
29,5,22,1,5.8,22.0
33,5,107,5,6.6,21.4
-9,5,21,1,-1.8,21.0
-13,5,102,5,-2.6,20.4
-6,5,109,5,-1.2,21.8
-2,1,106,5,-2.0,21.2
-3,5,113,5,-0.6,22.6
-7,5,22,1,-1.4,22.0
6,1,109,5,6.0,21.8
34,5,106,5,6.8,21.2
27,5,113,5,5.4,22.6
31,5,22,1,6.2,22.0
38,5,103,5,7.6,20.6
7,1,107,5,7.0,21.4
6,1,108,5,6.0,21.6
34,5,21,1,6.8,21.0
31,5,109,5,6.2,21.8
28,5,113,5,5.6,22.6
38,5,102,5,7.6,20.4
7,1,106,5,7.0,21.2
32,5,22,1,6.4,22.0
3,1,21,1,3.0,21.0
4,1,21,1,4.0,21.0
2,1,21,1,2.0,21.0
5,1,21,1,5.0,21.0
1,1,21,1,1.0,21.0
0,1,21,1,0.0,21.0
11,5,108,5,2.2,21.6
6,5,108,5,1.2,21.6
1,5,108,5,0.2,21.6
-4,5,108,5,-0.8,21.6
16,5,108,5,3.2,21.6
21,5,108,5,4.2,21.6
22,5,109,5,4.4,21.8
17,5,109,5,3.4,21.8
12,5,109,5,2.4,21.8
7,5,109,5,1.4,21.8
2,5,109,5,0.4,21.8
-3,5,109,5,-0.6,21.8
3,5,109,5,0.6,21.8
8,5,109,5,1.6,21.8
13,5,109,5,2.6,21.8
18,5,109,5,3.6,21.8
23,5,109,5,4.6,21.8
28,5,109,5,5.6,21.8
3,5,112,5,0.6,22.4
-2,5,112,5,-0.4,22.4
8,5,112,5,1.6,22.4
13,5,112,5,2.6,22.4
18,5,112,5,3.6,22.4
14,5,112,5,2.8,22.4
9,5,112,5,1.8,22.4
4,5,112,5,0.8,22.4
-1,5,112,5,-0.2,22.4
19,5,112,5,3.8,22.4
24,5,112,5,4.8,22.4
14,5,108,5,2.8,21.6
9,5,108,5,1.8,21.6
4,5,108,5,0.8,21.6
19,5,108,5,3.8,21.6
24,5,108,5,4.8,21.6
29,5,108,5,5.8,21.6
11,5,112,5,2.2,22.4
6,5,112,5,1.2,22.4
1,5,112,5,0.2,22.4
16,5,112,5,3.2,22.4
21,5,112,5,4.2,22.4
26,5,112,5,5.2,22.4
22,5,112,5,4.4,22.4
17,5,112,5,3.4,22.4
12,5,112,5,2.4,22.4
7,5,112,5,1.4,22.4
27,5,112,5,5.4,22.4
-1,5,108,5,-0.2,21.6
3,5,111,5,0.6,22.2
8,5,111,5,1.6,22.2
13,5,111,5,2.6,22.2
18,5,111,5,3.6,22.2
23,5,111,5,4.6,22.2
28,5,111,5,5.6,22.2
-2,5,111,5,-0.4,22.2
-6,5,108,5,-1.2,21.6
17,5,111,5,3.4,22.2
12,5,111,5,2.4,22.2
7,5,111,5,1.4,22.2
2,5,111,5,0.4,22.2
-3,5,111,5,-0.6,22.2
22,5,111,5,4.4,22.2
26,5,108,5,5.2,21.6
31,5,108,5,6.2,21.6
27,5,111,5,5.4,22.2
-7,5,111,5,-1.4,22.2
23,5,112,5,4.6,22.4
28,5,112,5,5.6,22.4
-4,5,112,5,-0.8,22.4
29,5,112,5,5.8,22.4
2,5,112,5,0.4,22.4
-2,5,109,5,-0.4,21.8
32,5,111,5,6.4,22.2
-6,5,106,5,-1.2,21.2
-3,5,112,5,-0.6,22.4
-7,5,109,5,-1.4,21.8
27,5,109,5,5.4,21.8
31,5,106,5,6.2,21.2
32,5,109,5,6.4,21.8
36,5,106,5,7.2,21.2
-11,5,106,5,-2.2,21.2
11,5,23,1,2.2,23.0
6,5,23,1,1.2,23.0
1,5,23,1,0.2,23.0
16,5,23,1,3.2,23.0
21,5,23,1,4.2,23.0
3,1,113,5,3.0,22.6
4,1,113,5,4.0,22.6
2,1,113,5,2.0,22.6
5,1,113,5,5.0,22.6
1,1,113,5,1.0,22.6
0,1,113,5,0.0,22.6
11,5,116,5,2.2,23.2
6,5,116,5,1.2,23.2
1,5,116,5,0.2,23.2
16,5,116,5,3.2,23.2
21,5,116,5,4.2,23.2
14,5,116,5,2.8,23.2
9,5,116,5,1.8,23.2
4,5,116,5,0.8,23.2
19,5,116,5,3.8,23.2
24,5,116,5,4.8,23.2
-1,5,116,5,-0.2,23.2
26,5,116,5,5.2,23.2
3,1,111,5,3.0,22.2
4,1,111,5,4.0,22.2
2,1,111,5,2.0,22.2
5,1,111,5,5.0,22.2
1,1,111,5,1.0,22.2
0,1,111,5,0.0,22.2
11,5,114,5,2.2,22.8
6,5,114,5,1.2,22.8
1,5,114,5,0.2,22.8
16,5,114,5,3.2,22.8
21,5,114,5,4.2,22.8
14,5,114,5,2.8,22.8
9,5,114,5,1.8,22.8
4,5,114,5,0.8,22.8
19,5,114,5,3.8,22.8
24,5,114,5,4.8,22.8
-1,5,114,5,-0.2,22.8
-1,1,111,5,-1.0,22.2
26,5,114,5,5.2,22.8
6,1,111,5,6.0,22.2
-4,5,114,5,-0.8,22.8
29,5,114,5,5.8,22.8
22,5,23,1,4.4,23.0
17,5,23,1,3.4,23.0
12,5,23,1,2.4,23.0
7,5,23,1,1.4,23.0
2,5,23,1,0.4,23.0
3,1,117,5,3.0,23.4
4,1,117,5,4.0,23.4
2,1,117,5,2.0,23.4
5,1,117,5,5.0,23.4
1,1,117,5,1.0,23.4
0,1,117,5,0.0,23.4
3,5,23,1,0.6,23.0
8,5,23,1,1.6,23.0
13,5,23,1,2.6,23.0
18,5,23,1,3.6,23.0
23,5,23,1,4.6,23.0
17,5,118,5,3.4,23.6
12,5,118,5,2.4,23.6
7,5,118,5,1.4,23.6
2,5,118,5,0.4,23.6
-2,5,23,1,-0.4,23.0
-6,5,112,5,-1.2,22.4
3,1,119,5,3.0,23.8
4,1,119,5,4.0,23.8
2,1,119,5,2.0,23.8
1,1,119,5,1.0,23.8
14,5,23,1,2.8,23.0
9,5,23,1,1.8,23.0
4,5,23,1,0.8,23.0
19,5,23,1,3.8,23.0
24,5,23,1,4.8,23.0
18,5,118,5,3.6,23.6
13,5,118,5,2.6,23.6
8,5,118,5,1.6,23.6
23,5,118,5,4.6,23.6
27,5,23,1,5.4,23.0
31,5,112,5,6.2,22.4
-2,1,109,5,-2.0,21.8
-2,1,103,5,-2.0,20.6
-7,5,107,5,-1.4,21.4
-3,5,22,1,-0.6,22.0
-7,5,113,5,-1.4,22.6
-4,5,111,5,-0.8,22.2
0,1,114,5,0.0,22.8
-8,5,108,5,-1.6,21.6
-11,5,104,5,-2.2,20.8
-14,5,20,1,-2.8,20.0
3,5,118,5,0.6,23.6
-1,5,23,1,-0.2,23.0
-1,1,112,5,-1.0,22.4
-9,5,109,5,-1.8,21.8
-12,5,21,1,-2.4,21.0
-8,5,22,1,-1.6,22.0
-1,1,113,5,-1.0,22.6
-1,1,114,5,-1.0,22.8
-2,5,118,5,-0.4,23.6
-9,5,111,5,-1.8,22.2
-6,5,23,1,-1.2,23.0
-13,5,108,5,-2.6,21.6
-2,1,112,5,-2.0,22.4
28,5,22,1,5.6,22.0
32,5,107,5,6.4,21.4
7,1,103,5,7.0,20.6
36,5,104,5,7.2,20.8
39,5,20,1,7.8,20.0
33,5,108,5,6.6,21.6
29,5,111,5,5.8,22.2
5,1,114,5,5.0,22.8
22,5,118,5,4.4,23.6
26,5,23,1,5.2,23.0
6,1,112,5,6.0,22.4
34,5,109,5,6.8,21.8
37,5,21,1,7.4,21.0
33,5,22,1,6.6,22.0
7,1,109,5,7.0,21.8
32,5,113,5,6.4,22.6
-4,5,23,1,-0.8,23.0
-8,5,112,5,-1.6,22.4
29,5,23,1,5.8,23.0
33,5,112,5,6.6,22.4
-9,5,22,1,-1.8,22.0
-13,5,107,5,-2.6,21.4
-6,5,114,5,-1.2,22.8
-2,1,111,5,-2.0,22.2
-3,5,118,5,-0.6,23.6
-7,5,23,1,-1.4,23.0
6,1,113,5,6.0,22.6
34,5,22,1,6.8,22.0
31,5,114,5,6.2,22.8
28,5,118,5,5.6,23.6
38,5,107,5,7.6,21.4
7,1,111,5,7.0,22.2
32,5,23,1,6.4,23.0
6,1,114,5,6.0,22.8
34,5,111,5,6.8,22.2
27,5,118,5,5.4,23.6
31,5,23,1,6.2,23.0
38,5,108,5,7.6,21.6
7,1,112,5,7.0,22.4
3,1,22,1,3.0,22.0
4,1,22,1,4.0,22.0
2,1,22,1,2.0,22.0
5,1,22,1,5.0,22.0
1,1,22,1,1.0,22.0
0,1,22,1,0.0,22.0
11,5,113,5,2.2,22.6
6,5,113,5,1.2,22.6
1,5,113,5,0.2,22.6
-4,5,113,5,-0.8,22.6
16,5,113,5,3.2,22.6
21,5,113,5,4.2,22.6
22,5,114,5,4.4,22.8
17,5,114,5,3.4,22.8
12,5,114,5,2.4,22.8
7,5,114,5,1.4,22.8
2,5,114,5,0.4,22.8
-3,5,114,5,-0.6,22.8
3,5,117,5,0.6,23.4
-2,5,117,5,-0.4,23.4
8,5,117,5,1.6,23.4
13,5,117,5,2.6,23.4
18,5,117,5,3.6,23.4
3,5,114,5,0.6,22.8
8,5,114,5,1.6,22.8
13,5,114,5,2.6,22.8
18,5,114,5,3.6,22.8
23,5,114,5,4.6,22.8
28,5,114,5,5.6,22.8
14,5,117,5,2.8,23.4
9,5,117,5,1.8,23.4
4,5,117,5,0.8,23.4
-1,5,117,5,-0.2,23.4
19,5,117,5,3.8,23.4
24,5,117,5,4.8,23.4
14,5,113,5,2.8,22.6
9,5,113,5,1.8,22.6
4,5,113,5,0.8,22.6
19,5,113,5,3.8,22.6
24,5,113,5,4.8,22.6
29,5,113,5,5.8,22.6
11,5,117,5,2.2,23.4
6,5,117,5,1.2,23.4
1,5,117,5,0.2,23.4
16,5,117,5,3.2,23.4
21,5,117,5,4.2,23.4
26,5,117,5,5.2,23.4
22,5,117,5,4.4,23.4
17,5,117,5,3.4,23.4
12,5,117,5,2.4,23.4
7,5,117,5,1.4,23.4
27,5,117,5,5.4,23.4
-1,5,113,5,-0.2,22.6
3,5,116,5,0.6,23.2
8,5,116,5,1.6,23.2
13,5,116,5,2.6,23.2
18,5,116,5,3.6,23.2
23,5,116,5,4.6,23.2
28,5,116,5,5.6,23.2
-2,5,116,5,-0.4,23.2
-6,5,113,5,-1.2,22.6
17,5,116,5,3.4,23.2
12,5,116,5,2.4,23.2
7,5,116,5,1.4,23.2
2,5,116,5,0.4,23.2
-3,5,116,5,-0.6,23.2
22,5,116,5,4.4,23.2
26,5,113,5,5.2,22.6
31,5,113,5,6.2,22.6
27,5,116,5,5.4,23.2
-7,5,116,5,-1.4,23.2
23,5,117,5,4.6,23.4
28,5,117,5,5.6,23.4
-4,5,117,5,-0.8,23.4
29,5,117,5,5.8,23.4
2,5,117,5,0.4,23.4
-2,5,114,5,-0.4,22.8
32,5,116,5,6.4,23.2
-6,5,111,5,-1.2,22.2
-3,5,117,5,-0.6,23.4
-7,5,114,5,-1.4,22.8
27,5,114,5,5.4,22.8
31,5,111,5,6.2,22.2
32,5,114,5,6.4,22.8
36,5,111,5,7.2,22.2
-11,5,111,5,-2.2,22.2
11,5,24,1,2.2,24.0
6,5,24,1,1.2,24.0
1,5,24,1,0.2,24.0
16,5,24,1,3.2,24.0
21,5,24,1,4.2,24.0
3,1,118,5,3.0,23.6
4,1,118,5,4.0,23.6
2,1,118,5,2.0,23.6
5,1,118,5,5.0,23.6
1,1,118,5,1.0,23.6
0,1,118,5,0.0,23.6
11,5,121,5,2.2,24.2
6,5,121,5,1.2,24.2
1,5,121,5,0.2,24.2
16,5,121,5,3.2,24.2
21,5,121,5,4.2,24.2
14,5,121,5,2.8,24.2
9,5,121,5,1.8,24.2
4,5,121,5,0.8,24.2
19,5,121,5,3.8,24.2
24,5,121,5,4.8,24.2
-1,5,121,5,-0.2,24.2
26,5,121,5,5.2,24.2
3,1,116,5,3.0,23.2
4,1,116,5,4.0,23.2
2,1,116,5,2.0,23.2
5,1,116,5,5.0,23.2
1,1,116,5,1.0,23.2
0,1,116,5,0.0,23.2
11,5,119,5,2.2,23.8
6,5,119,5,1.2,23.8
1,5,119,5,0.2,23.8
16,5,119,5,3.2,23.8
21,5,119,5,4.2,23.8
14,5,119,5,2.8,23.8
9,5,119,5,1.8,23.8
4,5,119,5,0.8,23.8
19,5,119,5,3.8,23.8
24,5,119,5,4.8,23.8
-1,5,119,5,-0.2,23.8
-1,1,116,5,-1.0,23.2
26,5,119,5,5.2,23.8
6,1,116,5,6.0,23.2
-4,5,119,5,-0.8,23.8
29,5,119,5,5.8,23.8
22,5,24,1,4.4,24.0
17,5,24,1,3.4,24.0
12,5,24,1,2.4,24.0
7,5,24,1,1.4,24.0
2,5,24,1,0.4,24.0
3,1,122,5,3.0,24.4
4,1,122,5,4.0,24.4
2,1,122,5,2.0,24.4
5,1,122,5,5.0,24.4
1,1,122,5,1.0,24.4
0,1,122,5,0.0,24.4
3,5,24,1,0.6,24.0
8,5,24,1,1.6,24.0
13,5,24,1,2.6,24.0
18,5,24,1,3.6,24.0
23,5,24,1,4.6,24.0
17,5,123,5,3.4,24.6
12,5,123,5,2.4,24.6
7,5,123,5,1.4,24.6
2,5,123,5,0.4,24.6
-2,5,24,1,-0.4,24.0
-6,5,117,5,-1.2,23.4
3,1,124,5,3.0,24.8
4,1,124,5,4.0,24.8
2,1,124,5,2.0,24.8
1,1,124,5,1.0,24.8
14,5,24,1,2.8,24.0
9,5,24,1,1.8,24.0
4,5,24,1,0.8,24.0
19,5,24,1,3.8,24.0
24,5,24,1,4.8,24.0
18,5,123,5,3.6,24.6
13,5,123,5,2.6,24.6
8,5,123,5,1.6,24.6
23,5,123,5,4.6,24.6
27,5,24,1,5.4,24.0
31,5,117,5,6.2,23.4
-2,1,114,5,-2.0,22.8
-2,1,108,5,-2.0,21.6
-7,5,112,5,-1.4,22.4
-3,5,23,1,-0.6,23.0
-7,5,118,5,-1.4,23.6
-4,5,116,5,-0.8,23.2
0,1,119,5,0.0,23.8
-8,5,113,5,-1.6,22.6
-11,5,109,5,-2.2,21.8
-14,5,21,1,-2.8,21.0
3,5,123,5,0.6,24.6
-1,5,24,1,-0.2,24.0
-1,1,117,5,-1.0,23.4
-9,5,114,5,-1.8,22.8
-12,5,22,1,-2.4,22.0
-8,5,23,1,-1.6,23.0
-1,1,118,5,-1.0,23.6
-1,1,119,5,-1.0,23.8
-2,5,123,5,-0.4,24.6
-9,5,116,5,-1.8,23.2
-6,5,24,1,-1.2,24.0
-13,5,113,5,-2.6,22.6
-2,1,117,5,-2.0,23.4
28,5,23,1,5.6,23.0
32,5,112,5,6.4,22.4
7,1,108,5,7.0,21.6
36,5,109,5,7.2,21.8
39,5,21,1,7.8,21.0
33,5,113,5,6.6,22.6
29,5,116,5,5.8,23.2
5,1,119,5,5.0,23.8
22,5,123,5,4.4,24.6
26,5,24,1,5.2,24.0
6,1,117,5,6.0,23.4
34,5,114,5,6.8,22.8
37,5,22,1,7.4,22.0
33,5,23,1,6.6,23.0
7,1,114,5,7.0,22.8
32,5,118,5,6.4,23.6
-4,5,24,1,-0.8,24.0
-8,5,117,5,-1.6,23.4
29,5,24,1,5.8,24.0
33,5,117,5,6.6,23.4
-9,5,23,1,-1.8,23.0
-13,5,112,5,-2.6,22.4
-6,5,119,5,-1.2,23.8
-2,1,116,5,-2.0,23.2
-3,5,123,5,-0.6,24.6
-7,5,24,1,-1.4,24.0
6,1,118,5,6.0,23.6
34,5,23,1,6.8,23.0
31,5,119,5,6.2,23.8
28,5,123,5,5.6,24.6
38,5,112,5,7.6,22.4
7,1,116,5,7.0,23.2
32,5,24,1,6.4,24.0
6,1,119,5,6.0,23.8
34,5,116,5,6.8,23.2
27,5,123,5,5.4,24.6
31,5,24,1,6.2,24.0
38,5,113,5,7.6,22.6
7,1,117,5,7.0,23.4
3,1,23,1,3.0,23.0
4,1,23,1,4.0,23.0
2,1,23,1,2.0,23.0
5,1,23,1,5.0,23.0
1,1,23,1,1.0,23.0
0,1,23,1,0.0,23.0
11,5,118,5,2.2,23.6
6,5,118,5,1.2,23.6
1,5,118,5,0.2,23.6
-4,5,118,5,-0.8,23.6
16,5,118,5,3.2,23.6
21,5,118,5,4.2,23.6
22,5,119,5,4.4,23.8
17,5,119,5,3.4,23.8
12,5,119,5,2.4,23.8
7,5,119,5,1.4,23.8
2,5,119,5,0.4,23.8
-3,5,119,5,-0.6,23.8
3,5,119,5,0.6,23.8
8,5,119,5,1.6,23.8
13,5,119,5,2.6,23.8
18,5,119,5,3.6,23.8
23,5,119,5,4.6,23.8
28,5,119,5,5.6,23.8
3,5,122,5,0.6,24.4
-2,5,122,5,-0.4,24.4
8,5,122,5,1.6,24.4
13,5,122,5,2.6,24.4
18,5,122,5,3.6,24.4
14,5,118,5,2.8,23.6
9,5,118,5,1.8,23.6
4,5,118,5,0.8,23.6
19,5,118,5,3.8,23.6
24,5,118,5,4.8,23.6
29,5,118,5,5.8,23.6
11,5,122,5,2.2,24.4
6,5,122,5,1.2,24.4
1,5,122,5,0.2,24.4
16,5,122,5,3.2,24.4
21,5,122,5,4.2,24.4
26,5,122,5,5.2,24.4
22,5,122,5,4.4,24.4
17,5,122,5,3.4,24.4
12,5,122,5,2.4,24.4
7,5,122,5,1.4,24.4
27,5,122,5,5.4,24.4
14,5,122,5,2.8,24.4
9,5,122,5,1.8,24.4
4,5,122,5,0.8,24.4
-1,5,122,5,-0.2,24.4
19,5,122,5,3.8,24.4
24,5,122,5,4.8,24.4
-1,5,118,5,-0.2,23.6
3,5,121,5,0.6,24.2
8,5,121,5,1.6,24.2
13,5,121,5,2.6,24.2
18,5,121,5,3.6,24.2
23,5,121,5,4.6,24.2
28,5,121,5,5.6,24.2
-2,5,121,5,-0.4,24.2
-6,5,118,5,-1.2,23.6
17,5,121,5,3.4,24.2
12,5,121,5,2.4,24.2
7,5,121,5,1.4,24.2
2,5,121,5,0.4,24.2
-3,5,121,5,-0.6,24.2
22,5,121,5,4.4,24.2
26,5,118,5,5.2,23.6
31,5,118,5,6.2,23.6
27,5,121,5,5.4,24.2
